date,type,price
2016-04-14,SUEZMAX(160K),60.75
2016-04-14,AFRAMAX(110K),49.75
2016-04-14,LR2(110K),52.0
2016-04-14,LR1(74K),44.0
2016-04-14,MR(50K),34.5
2016-04-07,VLCC(320K),91.75
2016-04-07,SUEZMAX(160K),60.75
2016-04-07,AFRAMAX(110K),49.75
2016-04-07,LR2(110K),52.0
2016-04-07,LR1(74K),44.0
2016-04-07,MR(50K),34.5
2016-03-31,VLCC(320K),92.0
2016-03-31,SUEZMAX(160K),60.75
2016-03-31,AFRAMAX(110K),49.75
2016-03-31,LR2(110K),52.0
2016-03-31,LR1(74K),44.0
2016-03-31,MR(50K),34.65
2016-03-24,VLCC(320K),92.0
2016-03-24,SUEZMAX(160K),60.75
2016-03-24,AFRAMAX(110K),49.75
2016-03-24,LR2(110K),52.0
2016-03-24,LR1(74K),44.0
2016-03-24,MR(50K),34.65
2016-03-17,VLCC(320K),92.5
2016-03-17,SUEZMAX(160K),61.5
2016-03-17,AFRAMAX(110K),50.25
2016-03-17,LR2(110K),52.5
2016-03-17,LR1(74K),44.0
2016-03-17,MR(50K),34.75
2016-03-10,VLCC(320K),93.0
2016-03-10,SUEZMAX(160K),61.5
2016-03-10,AFRAMAX(110K),50.25
2016-03-10,LR2(110K),52.5
2016-03-10,LR1(74K),44.0
2016-03-10,MR(50K),35.0
2016-03-03,VLCC(320K),93.25
2016-03-03,SUEZMAX(160K),61.75
2016-03-03,AFRAMAX(110K),50.75
2016-03-03,LR2(110K),52.5
2016-03-03,LR1(74K),44.0
2016-03-03,MR(50K),35.15
2016-02-25,VLCC(320K),93.5
2016-02-25,SUEZMAX(160K),62.0
2016-02-25,AFRAMAX(110K),50.75
2016-02-25,LR2(110K),53.0
2016-02-25,LR1(74K),44.5
2016-02-25,MR(50K),35.25
2016-02-18,VLCC(320K),93.5
2016-02-18,SUEZMAX(160K),62.25
2016-02-18,AFRAMAX(110K),51.0
2016-02-18,LR2(110K),53.5
2016-02-18,LR1(74K),45.0
2016-02-18,MR(50K),35.25
2016-02-11,VLCC(320K),93.5
2016-02-11,SUEZMAX(160K),62.5
2016-02-11,AFRAMAX(110K),51.5
2016-02-11,LR2(110K),54.0
2016-02-11,LR1(74K),45.0
2016-02-11,MR(50K),35.25
2016-02-04,VLCC(320K),93.5
2016-02-04,SUEZMAX(160K),62.5
2016-02-04,AFRAMAX(110K),51.5
2016-02-04,LR2(110K),54.0
2016-02-04,LR1(74K),45.0
2016-02-04,MR(50K),35.25
2016-01-29,VLCC(320K),93.5
2016-01-29,SUEZMAX(160K),63.0
2016-01-29,AFRAMAX(110K),52.0
2016-01-29,LR2(110K),54.0
2016-01-29,LR1(74K),45.0
2016-01-29,MR(50K),35.25
2016-01-22,VLCC(320K),93.5
2016-01-22,SUEZMAX(160K),63.0
2016-01-22,AFRAMAX(110K),52.0
2016-01-22,LR2(110K),54.0
2016-01-22,LR1(74K),45.0
2016-01-22,MR(50K),35.25
2016-01-15,VLCC(320K),93.5
2016-01-15,SUEZMAX(160K),63.0
2016-01-15,AFRAMAX(110K),52.0
2016-01-15,LR2(110K),54.0
2016-01-15,LR1(74K),45.0
2016-01-15,MR(50K),35.25
2016-01-08,VLCC(320K),93.5
2016-01-08,SUEZMAX(160K),63.0
2016-01-08,AFRAMAX(110K),52.0
2016-01-08,LR2(110K),54.0
2016-01-08,LR1(74K),45.0
2016-01-08,MR(50K),35.25
2015-12-18,VLCC(320K),94.75
2015-12-18,SUEZMAX(160K),63.5
2015-12-18,AFRAMAX(110K),52.13
2015-12-18,LR2(110K),54.25
2015-12-18,LR1(74K),45.25
2015-12-18,MR(50K),35.38
2015-12-11,VLCC(320K),94.75
2015-12-11,SUEZMAX(160K),63.5
2015-12-11,AFRAMAX(110K),52.13
2015-12-11,LR2(110K),54.25
2015-12-11,LR1(74K),45.25
2015-12-11,MR(50K),35.38
2015-12-03,VLCC(320K),95.0
2015-12-03,SUEZMAX(160K),63.5
2015-12-03,AFRAMAX(110K),52.13
2015-12-03,LR2(110K),54.25
2015-12-03,LR1(74K),45.25
2015-12-03,MR(50K),35.38
2015-11-26,VLCC(320K),95.0
2015-11-26,SUEZMAX(160K),63.5
2015-11-26,AFRAMAX(110K),52.25
2015-11-26,LR2(110K),54.25
2015-11-26,LR1(74K),45.25
2015-11-26,MR(50K),35.38
2015-11-19,VLCC(320K),95.0
2015-11-19,SUEZMAX(160K),63.5
2015-11-19,AFRAMAX(110K),52.4
2015-11-19,LR2(110K),54.25
2015-11-19,LR1(74K),45.25
2015-11-19,MR(50K),35.38
2015-11-12,VLCC(320K),95.0
2015-11-12,SUEZMAX(160K),63.5
2015-11-12,AFRAMAX(110K),52.4
2015-11-12,LR2(110K),54.5
2015-11-12,LR1(74K),45.5
2015-11-12,MR(50K),35.5
2015-11-05,VLCC(320K),95.25
2015-11-05,SUEZMAX(160K),64.25
2015-11-05,AFRAMAX(110K),52.75
2015-11-05,LR2(110K),54.5
2015-11-05,LR1(74K),45.5
2015-11-05,MR(50K),35.5
2015-10-29,VLCC(320K),95.25
2015-10-29,SUEZMAX(160K),64.25
2015-10-29,AFRAMAX(110K),52.75
2015-10-29,LR2(110K),54.5
2015-10-29,LR1(74K),45.5
2015-10-29,MR(50K),35.5
2015-10-22,VLCC(320K),95.25
2015-10-22,SUEZMAX(160K),64.25
2015-10-22,AFRAMAX(110K),52.75
2015-10-22,LR2(110K),54.5
2015-10-22,LR1(74K),45.5
2015-10-22,MR(50K),35.5
2015-10-15,VLCC(320K),95.5
2015-10-15,SUEZMAX(160K),64.5
2015-10-15,AFRAMAX(110K),53.0
2015-10-15,LR2(110K),55.0
2015-10-15,LR1(74K),45.5
2015-10-15,MR(50K),35.5
2015-10-07,VLCC(320K),95.5
2015-10-07,SUEZMAX(160K),64.5
2015-10-07,AFRAMAX(110K),53.0
2015-10-07,LR2(110K),55.0
2015-10-07,LR1(74K),45.5
2015-10-07,MR(50K),35.5
2015-10-01,VLCC(320K),95.5
2015-10-01,SUEZMAX(160K),64.5
2015-10-01,AFRAMAX(110K),53.0
2015-10-01,LR2(110K),55.0
2015-10-01,LR1(74K),45.5
2015-10-01,MR(50K),35.5
2015-09-23,VLCC(320K),95.5
2015-09-23,SUEZMAX(160K),64.5
2015-09-23,AFRAMAX(110K),53.0
2015-09-23,LR2(110K),55.0
2015-09-23,LR1(74K),45.5
2015-09-23,MR(50K),35.5
2015-09-18,VLCC(320K),95.5
2015-09-18,SUEZMAX(160K),64.5
2015-09-18,AFRAMAX(110K),53.0
2015-09-18,LR2(110K),55.0
2015-09-18,LR1(74K),45.5
2015-09-18,MR(50K),35.5
2015-09-11,VLCC(320K),95.5
2015-09-11,SUEZMAX(160K),64.5
2015-09-11,AFRAMAX(110K),53.0
2015-09-11,LR2(110K),55.0
2015-09-11,LR1(74K),45.5
2015-09-11,MR(50K),35.5
2015-09-04,VLCC(320K),95.5
2015-09-04,SUEZMAX(160K),64.5
2015-09-04,AFRAMAX(110K),53.0
2015-09-04,LR2(110K),55.0
2015-09-04,LR1(74K),45.5
2015-09-04,MR(50K),35.5
2015-08-28,VLCC(320K),95.5
2015-08-28,SUEZMAX(160K),64.5
2015-08-28,AFRAMAX(110K),53.0
2015-08-28,LR2(110K),55.0
2015-08-28,LR1(74K),45.5
2015-08-28,MR(50K),35.5
2015-08-21,VLCC(320K),95.5
2015-08-21,SUEZMAX(160K),64.5
2015-08-21,AFRAMAX(110K),53.0
2015-08-21,LR2(110K),55.0
2015-08-21,LR1(74K),45.5
2015-08-21,MR(50K),35.5
2015-08-14,VLCC(320K),95.5
2015-08-14,SUEZMAX(160K),64.5
2015-08-14,AFRAMAX(110K),53.0
2015-08-14,LR2(110K),55.0
2015-08-14,LR1(74K),45.5
2015-08-14,MR(50K),35.75
2015-08-07,VLCC(320K),95.5
2015-08-07,SUEZMAX(160K),64.5
2015-08-07,AFRAMAX(110K),53.0
2015-08-07,LR2(110K),55.0
2015-08-07,LR1(74K),45.5
2015-08-07,MR(50K),36.0
2015-07-31,VLCC(320K),95.5
2015-07-31,SUEZMAX(160K),64.5
2015-07-31,AFRAMAX(110K),53.0
2015-07-31,LR2(110K),55.0
2015-07-31,LR1(74K),45.5
2015-07-31,MR(50K),36.25
2015-07-24,VLCC(320K),95.5
2015-07-24,SUEZMAX(160K),64.5
2015-07-24,AFRAMAX(110K),53.0
2015-07-24,LR2(110K),55.0
2015-07-24,LR1(74K),45.5
2015-07-24,MR(50K),36.25
2015-07-17,VLCC(320K),95.5
2015-07-17,SUEZMAX(160K),64.5
2015-07-17,AFRAMAX(110K),53.0
2015-07-17,LR2(110K),55.0
2015-07-17,LR1(74K),45.5
2015-07-17,MR(50K),36.25
2015-07-10,VLCC(320K),95.5
2015-07-10,SUEZMAX(160K),64.5
2015-07-10,AFRAMAX(110K),53.0
2015-07-10,LR2(110K),55.0
2015-07-10,LR1(74K),45.5
2015-07-10,MR(50K),36.25
2015-07-03,VLCC(320K),95.5
2015-07-03,SUEZMAX(160K),64.5
2015-07-03,AFRAMAX(110K),53.0
2015-07-03,LR2(110K),55.0
2015-07-03,LR1(74K),45.5
2015-07-03,MR(50K),36.25
2015-06-26,VLCC(320K),95.5
2015-06-26,SUEZMAX(160K),64.5
2015-06-26,AFRAMAX(110K),53.0
2015-06-26,LR2(110K),55.0
2015-06-26,LR1(74K),45.5
2015-06-26,MR(50K),36.25
2015-06-19,VLCC(320K),95.5
2015-06-19,SUEZMAX(160K),64.5
2015-06-19,AFRAMAX(110K),53.0
2015-06-19,LR2(110K),55.0
2015-06-19,LR1(74K),45.5
2015-06-19,MR(50K),36.25
2015-06-12,VLCC(320K),96.0
2015-06-12,SUEZMAX(160K),64.5
2015-06-12,AFRAMAX(110K),53.0
2015-06-12,LR2(110K),55.0
2015-06-12,LR1(74K),45.5
2015-06-12,MR(50K),36.25
2015-06-05,VLCC(320K),96.0
2015-06-05,SUEZMAX(160K),64.75
2015-06-05,AFRAMAX(110K),53.0
2015-06-05,LR2(110K),55.0
2015-06-05,LR1(74K),45.5
2015-06-05,MR(50K),36.25
2015-05-29,VLCC(320K),96.5
2015-05-29,SUEZMAX(160K),65.0
2015-05-29,AFRAMAX(110K),53.25
2015-05-29,LR2(110K),55.0
2015-05-29,LR1(74K),45.5
2015-05-29,MR(50K),36.25
2015-05-22,VLCC(320K),96.5
2015-05-22,SUEZMAX(160K),65.5
2015-05-22,AFRAMAX(110K),53.75
2015-05-22,LR2(110K),55.0
2015-05-22,LR1(74K),45.5
2015-05-22,MR(50K),36.25
2015-05-15,VLCC(320K),96.25
2015-05-15,SUEZMAX(160K),65.0
2015-05-15,AFRAMAX(110K),53.25
2015-05-15,LR2(110K),56.0
2015-05-15,LR1(74K),45.5
2015-05-15,MR(50K),36.25
2015-05-08,VLCC(320K),96.25
2015-05-08,SUEZMAX(160K),65.0
2015-05-08,AFRAMAX(110K),53.25
2015-05-08,LR2(110K),56.0
2015-05-08,LR1(74K),45.5
2015-05-08,MR(50K),36.25
2015-05-01,VLCC(320K),96.25
2015-05-01,SUEZMAX(160K),65.0
2015-05-01,AFRAMAX(110K),53.25
2015-05-01,LR2(110K),56.0
2015-05-01,LR1(74K),45.5
2015-05-01,MR(50K),36.25
2015-04-24,VLCC(320K),96.5
2015-04-24,SUEZMAX(160K),65.0
2015-04-24,AFRAMAX(110K),53.25
2015-04-24,LR2(110K),56.5
2015-04-24,LR1(74K),46.0
2015-04-24,MR(50K),36.25
2015-04-17,VLCC(320K),96.75
2015-04-17,SUEZMAX(160K),65.1
2015-04-17,AFRAMAX(110K),53.5
2015-04-17,LR2(110K),56.5
2015-04-17,LR1(74K),46.0
2015-04-17,MR(50K),36.25
2015-04-10,VLCC(320K),96.75
2015-04-10,SUEZMAX(160K),65.1
2015-04-10,AFRAMAX(110K),53.5
2015-04-10,LR2(110K),56.5
2015-04-10,LR1(74K),46.0
2015-04-10,MR(50K),36.35
2015-04-03,VLCC(320K),96.75
2015-04-03,SUEZMAX(160K),65.1
2015-04-03,AFRAMAX(110K),53.5
2015-04-03,LR2(110K),56.5
2015-04-03,LR1(74K),46.0
2015-04-03,MR(50K),36.35
2015-03-27,VLCC(320K),96.75
2015-03-27,SUEZMAX(160K),65.1
2015-03-27,AFRAMAX(110K),53.5
2015-03-27,LR2(110K),56.5
2015-03-27,LR1(74K),46.0
2015-03-27,MR(50K),36.35
2015-03-20,VLCC(320K),96.75
2015-03-20,SUEZMAX(160K),65.1
2015-03-20,AFRAMAX(110K),53.5
2015-03-20,LR2(110K),56.5
2015-03-20,LR1(74K),46.0
2015-03-20,MR(50K),36.35
2015-03-13,VLCC(320K),96.75
2015-03-13,SUEZMAX(160K),65.1
2015-03-13,AFRAMAX(110K),53.5
2015-03-13,LR2(110K),56.5
2015-03-13,LR1(74K),46.0
2015-03-13,MR(50K),36.35
2015-03-06,VLCC(320K),96.75
2015-03-06,SUEZMAX(160K),65.1
2015-03-06,AFRAMAX(110K),53.5
2015-03-06,LR2(110K),56.5
2015-03-06,LR1(74K),46.0
2015-03-06,MR(50K),36.35
2015-02-27,VLCC(320K),96.75
2015-02-27,SUEZMAX(160K),65.1
2015-02-27,AFRAMAX(110K),53.5
2015-02-27,LR2(110K),56.5
2015-02-27,LR1(74K),46.0
2015-02-27,MR(50K),36.35
2015-02-13,VLCC(320K),96.75
2015-02-13,SUEZMAX(160K),65.1
2015-02-13,AFRAMAX(110K),53.5
2015-02-13,LR2(110K),56.5
2015-02-13,LR1(74K),46.0
2015-02-13,MR(50K),36.35
2015-02-06,VLCC(320K),96.75
2015-02-06,SUEZMAX(160K),65.1
2015-02-06,AFRAMAX(110K),53.5
2015-02-06,LR2(110K),56.5
2015-02-06,LR1(74K),46.0
2015-02-06,MR(50K),36.35
2015-01-30,VLCC(320K),96.75
2015-01-30,SUEZMAX(160K),65.1
2015-01-30,AFRAMAX(110K),53.5
2015-01-30,LR2(110K),56.5
2015-01-30,LR1(74K),46.0
2015-01-30,MR(50K),36.35
2015-01-23,VLCC(320K),96.75
2015-01-23,SUEZMAX(160K),65.1
2015-01-23,AFRAMAX(110K),53.5
2015-01-23,LR2(110K),57.0
2015-01-23,LR1(74K),46.0
2015-01-23,MR(50K),36.35
2014-12-19,VLCC(320K),97.25
2014-12-19,SUEZMAX(160K),65.25
2014-12-19,AFRAMAX(110K),54.0
2014-12-19,LR2(110K),57.0
2014-12-19,LR1(74K),46.0
2014-12-19,MR(50K),36.5
2014-12-12,VLCC(320K),97.0
2014-12-12,SUEZMAX(160K),65.25
2014-12-12,AFRAMAX(110K),54.0
2014-12-12,LR2(110K),57.0
2014-12-12,LR1(74K),46.0
2014-12-12,MR(50K),36.5
2014-12-05,VLCC(320K),97.0
2014-12-05,SUEZMAX(160K),65.5
2014-12-05,AFRAMAX(110K),54.0
2014-12-05,LR2(110K),57.0
2014-12-05,LR1(74K),46.0
2014-12-05,MR(50K),36.5
2014-11-28,VLCC(320K),97.5
2014-11-28,SUEZMAX(160K),65.5
2014-11-28,AFRAMAX(110K),54.0
2014-11-28,LR2(110K),57.0
2014-11-28,LR1(74K),46.0
2014-11-28,MR(50K),36.5
2014-11-21,VLCC(320K),97.5
2014-11-21,SUEZMAX(160K),65.5
2014-11-21,AFRAMAX(110K),54.0
2014-11-21,LR2(110K),57.0
2014-11-21,LR1(74K),46.0
2014-11-21,MR(50K),36.5
2014-11-14,VLCC(320K),97.5
2014-11-14,SUEZMAX(160K),65.5
2014-11-14,AFRAMAX(110K),54.0
2014-11-14,LR2(110K),57.0
2014-11-14,LR1(74K),46.0
2014-11-14,MR(50K),36.5
2014-11-07,VLCC(320K),98.25
2014-11-07,SUEZMAX(160K),66.0
2014-11-07,AFRAMAX(110K),54.0
2014-11-07,LR2(110K),57.0
2014-11-07,LR1(74K),46.0
2014-11-07,MR(50K),36.5
2014-10-31,VLCC(320K),98.25
2014-10-31,SUEZMAX(160K),66.0
2014-10-31,AFRAMAX(110K),54.0
2014-10-31,LR2(110K),57.0
2014-10-31,LR1(74K),46.0
2014-10-31,MR(50K),36.5
2014-10-24,VLCC(320K),98.25
2014-10-24,SUEZMAX(160K),66.0
2014-10-24,AFRAMAX(110K),54.0
2014-10-24,LR2(110K),57.0
2014-10-24,LR1(74K),46.0
2014-10-24,MR(50K),36.5
2014-10-17,VLCC(320K),98.25
2014-10-17,SUEZMAX(160K),66.0
2014-10-17,AFRAMAX(110K),54.0
2014-10-17,LR2(110K),57.0
2014-10-17,LR1(74K),46.0
2014-10-17,MR(50K),36.5
2014-10-10,VLCC(320K),98.25
2014-10-10,SUEZMAX(160K),66.0
2014-10-10,AFRAMAX(110K),54.0
2014-10-10,LR2(110K),57.0
2014-10-10,LR1(74K),46.0
2014-10-10,MR(50K),36.5
2014-10-03,VLCC(320K),98.25
2014-10-03,SUEZMAX(160K),65.5
2014-10-03,AFRAMAX(110K),54.0
2014-10-03,LR2(110K),57.0
2014-10-03,LR1(74K),46.0
2014-10-03,MR(50K),36.5
2014-09-26,VLCC(320K),98.25
2014-09-26,SUEZMAX(160K),65.0
2014-09-26,AFRAMAX(110K),54.0
2014-09-26,LR2(110K),57.0
2014-09-26,LR1(74K),45.5
2014-09-26,MR(50K),36.5
2014-09-19,VLCC(320K),98.25
2014-09-19,SUEZMAX(160K),65.0
2014-09-19,AFRAMAX(110K),54.0
2014-09-19,LR2(110K),57.0
2014-09-19,LR1(74K),45.5
2014-09-19,MR(50K),36.5
2014-09-05,VLCC(320K),98.25
2014-09-05,SUEZMAX(160K),65.0
2014-09-05,AFRAMAX(110K),53.5
2014-09-05,LR2(110K),57.0
2014-09-05,LR1(74K),45.5
2014-09-05,MR(50K),36.5
2014-08-28,VLCC(320K),98.25
2014-08-28,SUEZMAX(160K),65.0
2014-08-28,AFRAMAX(110K),53.5
2014-08-28,LR2(110K),57.0
2014-08-28,LR1(74K),45.5
2014-08-28,MR(50K),36.5
2014-08-21,VLCC(320K),98.25
2014-08-21,SUEZMAX(160K),65.0
2014-08-21,AFRAMAX(110K),53.5
2014-08-21,LR2(110K),57.0
2014-08-21,LR1(74K),45.5
2014-08-21,MR(50K),36.5
2014-08-14,VLCC(320K),98.25
2014-08-14,SUEZMAX(160K),65.0
2014-08-14,AFRAMAX(110K),54.0
2014-08-14,LR2(110K),57.0
2014-08-14,LR1(74K),45.5
2014-08-14,MR(50K),36.5
2014-08-07,VLCC(320K),98.5
2014-08-07,SUEZMAX(160K),65.0
2014-08-07,AFRAMAX(110K),54.0
2014-08-07,LR2(110K),57.0
2014-08-07,LR1(74K),45.5
2014-08-07,MR(50K),36.5
2014-01-16,VLCC(320K),97.25
2014-01-16,SUEZMAX(160K),65.1
2014-01-16,AFRAMAX(110K),54.0
2014-01-16,LR2(110K),57.0
2014-01-16,LR1(74K),46.0
2014-01-16,MR(50K),36.5
2014-01-09,VLCC(320K),97.25
2014-01-09,SUEZMAX(160K),65.1
2014-01-09,AFRAMAX(110K),54.0
2014-01-09,LR2(110K),57.0
2014-01-09,LR1(74K),46.0
2014-01-09,MR(50K),36.5
2014-01-02,VLCC(320K),97.25
2014-01-02,SUEZMAX(160K),65.25
2014-01-02,AFRAMAX(110K),54.0
2014-01-02,LR2(110K),57.0
2014-01-02,LR1(74K),46.0
2014-01-02,MR(50K),36.5
